Fold,RMSE,MAE,R2
1,2502.345012895773,1605.5948006935182,0.9342036836192187
2,2851.069673788843,1653.3651094287334,0.9309640804854924
3,2823.2634525972217,1660.179964876544,0.9346262853610597
4,2899.0805275480257,1643.8678087686299,0.9319091562952683
5,2580.1330837202236,1642.284227174288,0.9335809745002773
Average,2731.178350110017,1641.0583821883429,0.9330568360522633
