Fold,RMSE,MAE,R2
1,2457.346417859931,1517.3270751489836,0.9323607070839676
2,2848.3355617149336,1584.696827518515,0.9268543838029367
3,2708.7080975990916,1562.3820079176398,0.9319948142190657
4,2964.8346730998146,1576.4295235478467,0.9294732889109144
5,2623.4247189722523,1578.005644510807,0.9303655739231488
Average,2720.5298938492047,1563.7682157287586,0.9302097535880067
