Fold,RMSE,MAE,R2
1,2137.055970322624,1304.6557013766096,0.949449027946478
2,2378.872583849259,1348.746571980859,0.9446386034509402
3,2400.113509058717,1343.4652017870217,0.94903973953738
4,2465.985671009723,1337.1890394274405,0.9468065640161318
5,2156.061903487781,1324.1801331401737,0.9489370135276055
Average,2307.617927545621,1331.6473295424207,0.9477741896957073
