Fold,RMSE,MAE,R2
1,4202.012476754214,2590.157379665442,0.8656445582216348
2,4218.5794555964885,2599.187966170421,0.8505711235499063
3,4355.0030945265125,2594.9257478008467,0.8674451370879648
4,4449.709166721544,2668.285133468034,0.8585914047672885
5,4133.437340817786,2622.398593515176,0.8535596488277576
Average,4271.748306883308,2614.9909641239838,0.8591623744909104
