Fold,RMSE,MAE,R2
1,2110.6624658731284,1295.7825994353504,0.9498878756326951
2,2435.8030540663676,1342.1173817195206,0.9458768264362347
3,2382.9088457767148,1332.9675820684279,0.9502704515201382
4,2506.705120128664,1325.7353261792837,0.9478995157116696
5,2152.2952327943494,1317.991330785071,0.9497885778503365
Average,2317.674943727845,1322.9188440375306,0.9487446494302147
