Fold,RMSE,MAE,R2
1,2117.639666012183,1301.6220667885027,0.9495368924761589
2,2444.646842534434,1347.3703631021294,0.9455790583953729
3,2390.574389874531,1338.3159590079633,0.9500425688983754
4,2505.865552145535,1329.7646074049112,0.9476825462656407
5,2157.996884510342,1321.421823441888,0.9495225445058397
Average,2323.3446670154053,1327.698963949079,0.9484727221082775
