Fold,RMSE,MAE,R2
1,2130.1989495340576,1306.0048846865134,0.9496292222505613
2,2477.1711076245365,1353.2928437145547,0.9456380615342851
3,2398.144101794801,1339.6862993367565,0.9503381697198343
4,2531.2392362312444,1334.8056870845473,0.9476220229884078
5,2172.785390347403,1329.290498363606,0.9495465024550568
Average,2341.9077571064086,1332.6160426371957,0.9485547957896291
