Fold,RMSE,MAE,R2
1,2489.9296782823662,1602.5547142002433,0.9348331509823841
2,2839.8475291492464,1652.1843521323506,0.9309612246564516
3,2777.44568789795,1654.8337698181883,0.9348701977453373
4,2876.788713750207,1639.3552424173463,0.9321145276164762
5,2568.899301041494,1642.039906357207,0.9341288972166495
Average,2710.5821820242527,1638.1935969850672,0.9333815996434598
