Fold,RMSE,MAE,R2
1,2595.8841955960697,1586.2627023521145,0.9236717858413999
2,2965.7762837591445,1626.230596838569,0.9179120706575766
3,2828.5934829407192,1618.888369376447,0.9254780443812989
4,2984.626777347387,1630.144856623127,0.9221385253926485
5,2798.492590553708,1623.020107660282,0.9228948583404023
Average,2834.6746660394056,1616.9093265701079,0.9224190569226651
