Fold,RMSE,MAE,R2
1,2113.3634974003967,1298.395803044857,0.9497560223619806
2,2437.1171703898344,1342.544205860773,0.9458822442606597
3,2382.4006331162236,1333.6324873484707,0.950229258818356
4,2506.810742089372,1326.130478002805,0.9477974719590394
5,2154.067493534868,1318.5431115267927,0.9497360241214557
Average,2318.751907306139,1323.8492171567398,0.9486802043042983
