Fold,RMSE,MAE,R2
1,2873.440263348599,1679.7153355064518,0.9109402270319135
2,3336.665293090656,1737.7692743417374,0.9062155468699132
3,3010.042066323778,1707.6700989635012,0.9136138210238673
4,3177.0039799531096,1694.4536883320231,0.9102807147206625
5,2989.804475680103,1678.374322173931,0.911576558796813
Average,3077.3912156792494,1699.596543863529,0.910525373688634
