Fold,RMSE,MAE,R2
1,2595.99965825842,1586.064996409972,0.9237140511819237
2,2965.9266496209557,1626.1513571800167,0.9179683193054177
3,2828.3890291032044,1618.8453291908752,0.925424261185524
4,2984.7972221614764,1630.1625837182785,0.9221381020903863
5,2787.1981462749663,1622.6379703785226,0.92291276658207
Average,2832.4621410838045,1616.772447375533,0.9224315000690643
