Fold,RMSE,MAE,R2
1,2748.461240976764,1777.7489334377085,0.9194123490023164
2,3133.258915832983,1832.2006362714599,0.9150013668340988
3,3027.98513546077,1837.9844657369836,0.918478241264187
4,3180.4536149428973,1835.7079844078467,0.9167589322560106
5,2906.33197214969,1841.4570267331624,0.9166163969347463
Average,2999.298175872621,1825.019809317432,0.917253457258272
