Fold,RMSE,MAE,R2
1,2110.799668674426,1297.174053545136,0.949819792867759
2,2436.435109816579,1342.1616047305188,0.9458854517424702
3,2384.6604974154625,1333.3679777076813,0.95024449569834
4,2509.621560787653,1326.308521723333,0.9478205245560898
5,2153.4883940697996,1318.0265087056275,0.9497560075901618
Average,2319.0010461527845,1323.4077332824595,0.9487052544909641
