Fold,RMSE,MAE,R2
1,2175.3599019081985,1337.348863791619,0.9477764706384594
2,2534.3586924789943,1388.3989649188627,0.9443008193879308
3,2497.267772064044,1377.9548158432208,0.9486220463533235
4,2603.1438152013816,1370.7324830207508,0.9462005059558257
5,2235.0125645435505,1365.540390199914,0.9473969860581549
Average,2409.0285492392336,1367.9951035548734,0.9468593656787387
