Fold,RMSE,MAE,R2
1,2113.9815898662655,1298.6538113338063,0.9497395271893571
2,2437.6674249090815,1342.6628746469748,0.9458884078073401
3,2382.9807458047785,1333.7102759864094,0.9502337665095584
4,2507.7699341517564,1326.4000529988425,0.9477829835381893
5,2153.5148671796874,1318.1656628438527,0.9497530040344159
Average,2319.1829123823136,1323.918535561977,0.9486795378157721
