Fold,RMSE,MAE,R2
1,2528.113443167183,1543.1287537917221,0.9275087181749094
2,2902.204540508755,1583.723856951101,0.9225810879801767
3,2731.7666816297456,1572.1928221012693,0.9291561582677283
4,2908.3018925950164,1591.2034412020842,0.926241975042038
5,2639.2573177788026,1589.001597227878,0.9263812654575073
Average,2741.9287751359007,1575.850094254811,0.926373840984472
