Fold,RMSE,MAE,R2
1,2478.830476703341,1599.7416095286042,0.9349533811477504
2,2818.4887558532523,1646.9400051100702,0.9312099142264222
3,2771.9444884100526,1654.2348917938227,0.9349493985686772
4,2867.7060092593465,1636.0635073183964,0.932337783497523
5,2559.7827646418864,1638.6161974927636,0.9342726024902365
Average,2699.3504989735757,1635.1192422487316,0.9335446159861218
