Fold,RMSE,MAE,R2
1,2797.2893005545548,1790.0859937825046,0.9251075075279821
2,3138.1127608039983,1835.4087297542317,0.9228048739975545
3,3128.1728047884594,1838.0004881900284,0.927970267632629
4,3116.334079667352,1805.097182499824,0.9232590914194836
5,2799.9633176868433,1808.8490155859404,0.9245188814526977
Average,2995.9744527002413,1815.4882819625059,0.9247321244060693
