Fold,RMSE,MAE,R2
1,2527.293632189407,1542.819559773593,0.9275392673670844
2,2901.5981790955784,1583.278260367888,0.9226252870951422
3,2731.9689927029326,1572.219613621738,0.929185933808876
4,2908.6383082741263,1591.106342129087,0.9262519397518683
5,2639.870952339997,1588.8354793147635,0.9263722760073132
Average,2741.8740129204084,1575.651851041414,0.9263949408060569
