Fold,RMSE,MAE,R2
1,2748.6274638371933,1777.8019459073935,0.9194093086148027
2,3133.4130439768214,1832.3133029271883,0.9150006150064696
3,3028.018643529126,1837.9971753130208,0.9184737453854117
4,3180.453615531945,1835.7079851579174,0.9167589298709491
5,2906.4203532833676,1841.4810554960527,0.916611621749301
Average,2999.3866240316906,1825.0602929603144,0.9172508441253868
