Fold,RMSE,MAE,R2
1,2527.509626492773,1542.743466854719,0.9275412824326951
2,2903.391211350951,1583.3923628363118,0.9225774266435786
3,2732.009544670757,1572.3040425760446,0.9291695010593257
4,2908.8385180114615,1591.3321353798556,0.926231618044517
5,2639.4857504740553,1588.7134739547862,0.9263923838231871
Average,2742.2469302,1575.6970963203435,0.9263824424006607
