Fold,RMSE,MAE,R2
1,2504.180652670899,1606.0192768922282,0.9340188460739477
2,2858.37468096528,1658.121433881727,0.9306233035158331
3,2828.7821612414577,1658.4326510515216,0.9347050320848489
4,2905.0281145202716,1648.6882629830238,0.9316639030640449
5,2583.1955986460835,1643.5150526683794,0.9333605142607044
Average,2735.9122416087985,1642.9553354953757,0.9328743197998758
