Fold,RMSE,MAE,R2
1,2479.713100468625,1465.8462430169266,0.9377530727714425
2,2810.8233649461235,1555.8856866526016,0.9335404381031194
3,2788.2001331738584,1498.9853772083734,0.9416556584006994
4,2785.7581817677114,1469.1746945902928,0.9387318426044294
5,2485.667796556509,1526.3762223208155,0.9361715914381082
Average,2670.0325153825656,1503.2536447578018,0.9375705206635597
