Fold,RMSE,MAE,R2
1,2175.405928518528,1337.3463971467763,0.9477773117070879
2,2534.4339648178507,1388.3972630257863,0.9443004528664082
3,2497.2917377919534,1377.9571835212514,0.9486213281225268
4,2603.0584652447424,1370.7207816161979,0.94620072898292
5,2235.0576050234226,1365.5471163668938,0.9473969322287862
Average,2409.0495402792994,1367.993748335381,0.9468593507815457
