Fold,RMSE,MAE,R2
1,2127.689546743341,1304.6551402536413,0.9497087880668732
2,2476.886303460938,1353.2796487367425,0.94562435465055
3,2400.512654247417,1339.1328987194227,0.950330045966015
4,2533.7690327533383,1335.3058316775118,0.9476602479802195
5,2172.042941575676,1329.0816055173173,0.9495554610433359
Average,2342.180095756142,1332.291024980927,0.9485757795413987
