Fold,RMSE,MAE,R2
1,2135.626632503975,1309.7215646406037,0.9494344195670734
2,2483.7280563950003,1357.7795892359857,0.945363245705164
3,2407.017503777333,1343.3983840517267,0.9501000441901343
4,2533.029283243753,1338.9749074319539,0.9474456382455115
5,2177.2020953773967,1332.1267554529927,0.9493586218966611
Average,2347.320714259492,1336.4002401626526,0.9483403939209089
