Fold,RMSE,MAE,R2
1,2769.2920743737754,1777.8561062139984,0.9184688669951686
2,3186.4630430491375,1845.6941651372122,0.9110028144032738
3,3065.7421306616575,1842.4094296835779,0.9178294412258499
4,3147.243015545415,1830.600569398521,0.9154651368879991
5,2902.4903870903427,1839.4308883178628,0.9154643257858882
Average,3014.246130144066,1827.198231750234,0.9156461170596358
