Fold,RMSE,MAE,R2
1,2139.039373545282,1310.4331145650374,0.9490109401191322
2,2375.7963641285583,1347.0202038613718,0.944917579075324
3,2385.2027317171755,1341.6305821697742,0.9494774362153049
4,2477.2148727768504,1335.450051570906,0.9466273452564359
5,2159.7729211287406,1325.7142157581588,0.9486316412864739
Average,2307.4052526593214,1332.0496335850498,0.9477329883905341
