Fold,RMSE,MAE,R2
1,2457.3739010910454,1517.344923209238,0.932359872480823
2,2848.3826108779635,1584.7325310284834,0.926851238665875
3,2708.7112570157706,1562.3799462116576,0.9319938516022346
4,2964.8350070462284,1576.4314736799063,0.9294727755841965
5,2623.468477296178,1578.0271192336995,0.9303687032864832
Average,2720.554250665437,1563.7831986725969,0.9302092883239224
