Fold,RMSE,MAE,R2
1,2595.433900681459,1585.9624827713135,0.9237235516063754
2,2964.001231237982,1626.1060184002795,0.9179901678435022
3,2828.2921977753963,1618.7967529492748,0.9254116348648804
4,2984.8058091718117,1630.1333116363717,0.9221253216806539
5,2787.101107302572,1622.648406291186,0.9229100730292302
Average,2831.926849233844,1616.729394409685,0.9224321498049285
