Fold,RMSE,MAE,R2
1,4202.5747493765275,2590.0141332969442,0.8656027489336855
2,4218.57945559655,2599.187966170466,0.8505711235499063
3,4354.44284538368,2596.0666114451305,0.8674158690171108
4,4436.260257946385,2661.159232573269,0.8590922437698832
5,4128.751735981132,2620.2428308881354,0.8537600797489544
Average,4268.121808856855,2613.3341548747894,0.8592884130039081
