Fold,RMSE,MAE,R2
1,2178.5951408989777,1339.8301629924013,0.9475240846335173
2,2544.00836277306,1392.3140106725548,0.9440167327983532
3,2511.2912915032784,1378.8590478793085,0.9484806052045593
4,2607.420602588551,1373.2715801331403,0.9459473495180525
5,2241.9321592304564,1370.2625209229254,0.9471513304269068
Average,2416.649511398865,1370.907464520066,0.9466240205162778
