Fold,RMSE,MAE,R2
1,3744.8852398378313,2195.399461454875,0.8850405780931543
2,4658.2391183536065,2220.8568004408503,0.8758185876140493
3,3819.0409508777902,2115.8687937209147,0.8997210452226206
4,3905.4360860208753,2110.203618661336,0.892233718592639
5,3555.5739286207904,2115.346008895654,0.8943098348318643
Average,3936.6350647421787,2151.534936634726,0.8894247528708654
