Fold,RMSE,MAE,R2
1,2130.4330758372307,1305.9477170452722,0.9496317161303971
2,2477.7592709525966,1353.3394519326469,0.9456447354195854
3,2398.719154705733,1339.6398038631085,0.9503473512941824
4,2531.1920843872076,1334.9026696896408,0.9476214153437184
5,2172.3462572851163,1329.2685796765695,0.9495551300219919
Average,2342.089968633577,1332.6196444414477,0.948560069641975
