Fold,RMSE,MAE,R2
1,2528.313679739139,1543.112018893198,0.927498165888664
2,2901.5788795465173,1583.6593918972717,0.9226060426719153
3,2731.900868514294,1572.2371153830393,0.9291647645118151
4,2908.3920780666126,1591.2809593830461,0.9262273953655622
5,2638.364694724675,1588.9347907306478,0.9263888621309871
Average,2741.7100401182474,1575.8448552574405,0.9263770461137888
