Fold,RMSE,MAE,R2
1,2764.1280311437586,1778.1634729010746,0.9183345468350437
2,3189.0766881797463,1843.8847403987327,0.9114756253947415
3,3043.696496040617,1841.5489943729954,0.9174560063355958
4,3151.3207987998912,1834.228925199917,0.9155162510337105
5,2912.375424630985,1843.1771526984926,0.9154981282261409
Average,3012.1194877589996,1828.2006571142424,0.9156561115650466
