Fold,RMSE,MAE,R2
1,2480.444759241328,1599.6524743416476,0.9349522800282546
2,2822.358464086588,1647.9336728774426,0.9311495910147328
3,2769.487253540207,1653.8962769078785,0.9349719228586864
4,2867.613261246035,1636.0518576682725,0.9322884070502622
5,2560.73162769447,1639.8341262083482,0.934255489151662
Average,2700.127073161725,1635.4736816007178,0.9335235380207196
