Fold,RMSE,MAE,R2
1,2457.3033233878127,1517.2909436975933,0.9323629831710111
2,2848.5062809647825,1584.7339990729915,0.9268523780876886
3,2708.7080975990916,1562.3820079176398,0.9319948142190657
4,2964.868372058276,1576.438770424853,0.9294710634152317
5,2623.4247189722523,1578.005644510807,0.9303655739231488
Average,2720.5621585964427,1563.7702731247768,0.9302093625632292
