Fold,RMSE,MAE,R2
1,2501.6558242578435,1606.042899034835,0.9342203432544325
2,2849.8784852170006,1652.6983472812033,0.9309899234156183
3,2822.6762176410807,1660.6262210764762,0.9345954001101966
4,2897.7761232865782,1643.767166531723,0.9319408672846121
5,2577.32739345797,1640.896043915535,0.9336303306238034
Average,2729.8628087720945,1640.8061355679542,0.9330753729377325
