Fold,RMSE,MAE,R2
1,2457.4153435134285,1517.3544164081418,0.9323537321801654
2,2848.485879986957,1584.7860358278458,0.9268464779975443
3,2708.648132540843,1562.3174460679436,0.9319950284474278
4,2964.8779166309355,1576.4165857008593,0.929472256801603
5,2623.7340853473406,1578.1323445966864,0.9303495009331721
Average,2720.632271603901,1563.8013657202953,0.9302033992719825
