Fold,RMSE,MAE,R2
1,2502.345012895773,1605.5948006935184,0.9342036836192187
2,2851.069673788843,1653.365109428733,0.9309640804854924
3,2823.2634525972217,1660.1799648765439,0.9346262853610597
4,2899.080527548026,1643.86780876863,0.9319091562952683
5,2580.133083720223,1642.284227174288,0.9335809745002772
Average,2731.178350110017,1641.0583821883424,0.9330568360522633
