Fold,RMSE,MAE,R2
1,2595.841005787403,1585.7805336430165,0.9237238023353311
2,2958.6643708125803,1624.665407086166,0.9180943718080892
3,2828.314643613209,1618.7512376713994,0.9254606791618813
4,2985.083597424178,1629.7052581464395,0.9221144402266657
5,2805.154877450853,1622.7667686256927,0.9228350197721972
Average,2834.6116990176442,1616.3338410345427,0.9224456626608329
