Fold,RMSE,MAE,R2
1,3497.067874303255,2079.177119701851,0.8956905359383082
2,4014.8692333185886,2116.173947186652,0.8904826563389379
3,3848.0234041221415,2136.2303586690127,0.8978951939537166
4,3939.756015009103,2097.990447042661,0.8963061650869654
5,4550.001323552873,2236.4918935895835,0.8798642074628409
Average,3969.9435700611925,2133.212753237952,0.8920477517561538
