Fold,RMSE,MAE,R2
1,2175.359901908198,1337.348863791619,0.9477764706384594
2,2534.358692478994,1388.398964918863,0.9443008193879308
3,2497.267772064044,1377.9548158432203,0.9486220463533235
4,2603.1438152013816,1370.7324830207506,0.9462005059558257
5,2235.0125645435505,1365.540390199914,0.9473969860581549
Average,2409.0285492392336,1367.9951035548734,0.9468593656787387
