Fold,RMSE,MAE,R2
1,2127.8908233304346,1304.6202329011785,0.9497072435602697
2,2477.076256799595,1353.2828368528626,0.9456250987478992
3,2400.671784707057,1339.1063412638175,0.950331101362182
4,2533.918333215348,1335.3682858941534,0.9476603373978995
5,2171.7518024482138,1329.0760151698894,0.9495634457383992
Average,2342.2618001001297,1332.2907424163802,0.9485774453613299
