Fold,RMSE,MAE,R2
1,2765.0437312896174,1778.146043612126,0.9183195164945832
2,3189.3787300738777,1843.9072114745998,0.9114590779831113
3,3043.8023724687664,1841.559126653866,0.9174880451097316
4,3151.309019702777,1834.217672967467,0.9155227865436188
5,2912.9649038194943,1843.2538650135023,0.9154907724083259
Average,3012.4997514709066,1828.2167839443123,0.9156560397078742
